barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-FG-5963-01A-11D-1704-01	1	3218610	247813706	129101	0.0762
TCGA-FG-5963-01A-11D-1704-01	10	415240	29875489	20449	0.0672
TCGA-FG-5963-01A-11D-1704-01	10	29876629	29876772	2	-2.0605
TCGA-FG-5963-01A-11D-1704-01	10	29884647	85540591	29251	0.0745
TCGA-FG-5963-01A-11D-1704-01	10	85548652	85549244	2	-2.6472
TCGA-FG-5963-01A-11D-1704-01	10	85552127	90373110	3066	0.0818
TCGA-FG-5963-01A-11D-1704-01	10	90373845	90374638	3	-0.8937
TCGA-FG-5963-01A-11D-1704-01	10	90400113	112007711	12845	0.0747
TCGA-FG-5963-01A-11D-1704-01	10	112010830	112011484	3	-0.8603
TCGA-FG-5963-01A-11D-1704-01	10	112012252	135225087	15227	0.0625
TCGA-FG-5963-01A-11D-1704-01	11	456120	6153929	2634	0.0539
TCGA-FG-5963-01A-11D-1704-01	11	6154778	6154875	2	-0.9352
TCGA-FG-5963-01A-11D-1704-01	11	6164387	9586359	2185	0.0631
TCGA-FG-5963-01A-11D-1704-01	11	9588853	9847307	177	-0.2573
TCGA-FG-5963-01A-11D-1704-01	11	9849511	10135849	180	0.0649
TCGA-FG-5963-01A-11D-1704-01	11	10141219	10688723	352	-0.2015
TCGA-FG-5963-01A-11D-1704-01	11	10691614	10881751	150	0.0806
TCGA-FG-5963-01A-11D-1704-01	11	10881872	11011119	86	-0.1584
TCGA-FG-5963-01A-11D-1704-01	11	11013416	11030643	23	0.1828
TCGA-FG-5963-01A-11D-1704-01	11	11032427	11623498	643	-0.2817
TCGA-FG-5963-01A-11D-1704-01	11	11630306	11658269	20	0.1958
TCGA-FG-5963-01A-11D-1704-01	11	11658286	12204631	431	-0.2132
TCGA-FG-5963-01A-11D-1704-01	11	12204899	12265045	66	0.0398
TCGA-FG-5963-01A-11D-1704-01	11	12265083	13412674	999	-0.2683
TCGA-FG-5963-01A-11D-1704-01	11	13416272	13526320	48	0.2163
TCGA-FG-5963-01A-11D-1704-01	11	13526633	13683838	95	-0.3002
TCGA-FG-5963-01A-11D-1704-01	11	13685761	13941196	181	0.0907
TCGA-FG-5963-01A-11D-1704-01	11	13944014	15258289	722	-0.1691
TCGA-FG-5963-01A-11D-1704-01	11	15260124	15631476	255	0.1947
TCGA-FG-5963-01A-11D-1704-01	11	15635449	16625711	643	-0.1988
TCGA-FG-5963-01A-11D-1704-01	11	16637323	16638042	6	-0.9385
TCGA-FG-5963-01A-11D-1704-01	11	16646088	17166199	348	-0.223
TCGA-FG-5963-01A-11D-1704-01	11	17169852	18491877	875	0.0684
TCGA-FG-5963-01A-11D-1704-01	11	18494969	20383362	1532	-0.2577
TCGA-FG-5963-01A-11D-1704-01	11	20395814	20790511	331	0.0883
TCGA-FG-5963-01A-11D-1704-01	11	20791769	20855791	48	-0.1589
TCGA-FG-5963-01A-11D-1704-01	11	20856721	20886830	32	0.1456
TCGA-FG-5963-01A-11D-1704-01	11	20889646	20931218	34	-0.2064
TCGA-FG-5963-01A-11D-1704-01	11	20931291	20976659	59	0.1113
TCGA-FG-5963-01A-11D-1704-01	11	20976883	21111071	145	-0.2086
TCGA-FG-5963-01A-11D-1704-01	11	21113696	21237631	97	0.0816
TCGA-FG-5963-01A-11D-1704-01	11	21237697	21706014	269	-0.1983
TCGA-FG-5963-01A-11D-1704-01	11	21710508	21764043	25	0.1657
TCGA-FG-5963-01A-11D-1704-01	11	21776278	21881249	95	-0.2118
TCGA-FG-5963-01A-11D-1704-01	11	21883490	21897273	12	0.2233
TCGA-FG-5963-01A-11D-1704-01	11	21899740	21985582	57	-0.1921
TCGA-FG-5963-01A-11D-1704-01	11	21989330	22280097	160	0.2385
TCGA-FG-5963-01A-11D-1704-01	11	22285253	22791324	360	-0.1916
TCGA-FG-5963-01A-11D-1704-01	11	22791337	22841564	44	0.0909
TCGA-FG-5963-01A-11D-1704-01	11	22842995	22881542	25	-0.2626
TCGA-FG-5963-01A-11D-1704-01	11	22881687	22936456	43	0.1089
TCGA-FG-5963-01A-11D-1704-01	11	22936579	23013025	46	-0.0942
TCGA-FG-5963-01A-11D-1704-01	11	23060146	23074789	14	0.1524
TCGA-FG-5963-01A-11D-1704-01	11	23075823	23094845	22	0.3514
TCGA-FG-5963-01A-11D-1704-01	11	23095871	23097253	3	0.8205
TCGA-FG-5963-01A-11D-1704-01	11	23097699	23122497	19	0.3912
TCGA-FG-5963-01A-11D-1704-01	11	23122604	23202696	73	0.0564
TCGA-FG-5963-01A-11D-1704-01	11	23203530	23759305	402	-0.1881
TCGA-FG-5963-01A-11D-1704-01	11	23759710	24511956	402	0.116
TCGA-FG-5963-01A-11D-1704-01	11	24512388	25117751	423	-0.2099
TCGA-FG-5963-01A-11D-1704-01	11	25120420	25477206	148	0.0831
TCGA-FG-5963-01A-11D-1704-01	11	25477903	25770849	122	-0.1674
TCGA-FG-5963-01A-11D-1704-01	11	25771209	25902427	99	0.3138
TCGA-FG-5963-01A-11D-1704-01	11	25903906	26034498	105	-0.1808
TCGA-FG-5963-01A-11D-1704-01	11	26034583	26353951	249	0.0982
TCGA-FG-5963-01A-11D-1704-01	11	26360665	26455531	84	-0.2587
TCGA-FG-5963-01A-11D-1704-01	11	26455654	26505839	24	0.1068
TCGA-FG-5963-01A-11D-1704-01	11	26507189	26535058	27	-0.1741
TCGA-FG-5963-01A-11D-1704-01	11	26543422	26583415	39	0.295
TCGA-FG-5963-01A-11D-1704-01	11	26587133	26604565	17	-0.2992
TCGA-FG-5963-01A-11D-1704-01	11	26609856	26610518	4	0.4864
TCGA-FG-5963-01A-11D-1704-01	11	26613668	26982203	241	-0.1997
TCGA-FG-5963-01A-11D-1704-01	11	26992695	26997315	6	0.3131
TCGA-FG-5963-01A-11D-1704-01	11	26998538	27204897	168	-0.1846
TCGA-FG-5963-01A-11D-1704-01	11	27206735	27219795	17	0.1532
TCGA-FG-5963-01A-11D-1704-01	11	27222225	27604115	248	-0.2522
TCGA-FG-5963-01A-11D-1704-01	11	27611029	28634751	517	0.0778
TCGA-FG-5963-01A-11D-1704-01	11	28636334	30422068	1077	-0.2098
TCGA-FG-5963-01A-11D-1704-01	11	30422249	30425930	5	-1.2369
TCGA-FG-5963-01A-11D-1704-01	11	30426237	33484774	1824	-0.2192
TCGA-FG-5963-01A-11D-1704-01	11	33485107	34335687	604	0.0453
TCGA-FG-5963-01A-11D-1704-01	11	34336619	34638388	305	-0.219
TCGA-FG-5963-01A-11D-1704-01	11	34639284	34921801	131	0.0873
TCGA-FG-5963-01A-11D-1704-01	11	34922133	40497844	3296	-0.2134
TCGA-FG-5963-01A-11D-1704-01	11	40502103	40906878	268	0.1076
TCGA-FG-5963-01A-11D-1704-01	11	40906952	40922953	16	-0.2033
TCGA-FG-5963-01A-11D-1704-01	11	40926865	41062464	113	0.129
TCGA-FG-5963-01A-11D-1704-01	11	41066277	41093381	26	-0.1655
TCGA-FG-5963-01A-11D-1704-01	11	41102466	41180259	64	0.0806
TCGA-FG-5963-01A-11D-1704-01	11	41180539	41263119	64	-0.2447
TCGA-FG-5963-01A-11D-1704-01	11	41263239	41310591	34	0.1002
TCGA-FG-5963-01A-11D-1704-01	11	41311513	43031752	1165	-0.2177
