barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-FG-8182-01A-11D-2252-01	1	3218610	247813706	129141	-0.0026
TCGA-FG-8182-01A-11D-2252-01	10	415240	18256874	12643	0.0099
TCGA-FG-8182-01A-11D-2252-01	10	18257170	18258293	3	-1.232
TCGA-FG-8182-01A-11D-2252-01	10	18264625	135225087	68225	-0.0057
TCGA-FG-8182-01A-11D-2252-01	11	456120	16625711	9894	0.0366
TCGA-FG-8182-01A-11D-2252-01	11	16637323	16638042	6	-0.625
TCGA-FG-8182-01A-11D-2252-01	11	16646088	134142530	67344	0.0081
TCGA-FG-8182-01A-11D-2252-01	12	889902	26882631	15417	0.2128
TCGA-FG-8182-01A-11D-2252-01	12	26883984	124688274	54564	-0.0017
TCGA-FG-8182-01A-11D-2252-01	12	124694503	124769970	66	-0.9325
TCGA-FG-8182-01A-11D-2252-01	12	124772470	133161346	3888	0.0269
TCGA-FG-8182-01A-11D-2252-01	13	19450806	74416629	31217	-0.0096
TCGA-FG-8182-01A-11D-2252-01	13	74424563	75031999	494	0.3211
TCGA-FG-8182-01A-11D-2252-01	13	75032264	114987458	24935	-0.0118
TCGA-FG-8182-01A-11D-2252-01	14	20501368	105988038	49446	-0.0034
TCGA-FG-8182-01A-11D-2252-01	15	23687685	101884307	44523	-0.0183
TCGA-FG-8182-01A-11D-2252-01	16	653459	89379936	40800	-0.0031
TCGA-FG-8182-01A-11D-2252-01	17	987221	80917016	36984	-0.0035
TCGA-FG-8182-01A-11D-2252-01	18	329586	77109240	42664	-0.0124
TCGA-FG-8182-01A-11D-2252-01	19	284018	45748244	18638	-0.0082
TCGA-FG-8182-01A-11D-2252-01	19	45748354	45749255	2	-1.366
TCGA-FG-8182-01A-11D-2252-01	19	45756376	48941276	1383	-0.0168
TCGA-FG-8182-01A-11D-2252-01	19	48942855	48951879	4	-0.7879
TCGA-FG-8182-01A-11D-2252-01	19	48954571	58878226	3925	-0.0247
TCGA-FG-8182-01A-11D-2252-01	2	484222	9407024	5333	-0.0106
TCGA-FG-8182-01A-11D-2252-01	2	9408873	9416657	4	-0.9997
TCGA-FG-8182-01A-11D-2252-01	2	9417334	242476062	125970	-0.0186
TCGA-FG-8182-01A-11D-2252-01	20	455764	62219837	37285	-0.0013
TCGA-FG-8182-01A-11D-2252-01	21	15347621	47678774	20588	-0.0053
TCGA-FG-8182-01A-11D-2252-01	22	17423930	49331012	16928	0.0238
TCGA-FG-8182-01A-11D-2252-01	3	2212571	117871691	64560	-0.076
TCGA-FG-8182-01A-11D-2252-01	3	117871884	117872602	4	-1.1042
TCGA-FG-8182-01A-11D-2252-01	3	117877410	192596397	40010	-0.0445
TCGA-FG-8182-01A-11D-2252-01	3	192602613	192602685	3	-0.8488
TCGA-FG-8182-01A-11D-2252-01	3	192612395	197538677	1802	0.0478
TCGA-FG-8182-01A-11D-2252-01	4	1053934	188763651	102750	-0.0106
TCGA-FG-8182-01A-11D-2252-01	5	914233	180360469	100509	-0.0083
TCGA-FG-8182-01A-11D-2252-01	6	1014281	170903919	96497	-0.0079
TCGA-FG-8182-01A-11D-2252-01	7	705284	128523054	65527	0.0928
TCGA-FG-8182-01A-11D-2252-01	7	128525671	158385118	15802	0.4706
TCGA-FG-8182-01A-11D-2252-01	8	617667	139112158	79077	-0.0092
TCGA-FG-8182-01A-11D-2252-01	8	139112201	139112236	2	-1.5079
TCGA-FG-8182-01A-11D-2252-01	8	139113885	145232496	2462	-0.01
TCGA-FG-8182-01A-11D-2252-01	9	789932	140938752	68038	-0.0053
TCGA-FG-8182-01A-11D-2252-01	X	3157107	69413743	26668	0.0119
TCGA-FG-8182-01A-11D-2252-01	X	69415250	69415918	3	-2.8695
TCGA-FG-8182-01A-11D-2252-01	X	69423721	154905589	37017	0.0049
