barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-HT-7468-01A-11D-2023-01	1	51598	740197	44	0.2162
TCGA-HT-7468-01A-11D-2023-01	1	742429	1691761	209	-0.6601
TCGA-HT-7468-01A-11D-2023-01	1	1692671	1763764	53	0.1326
TCGA-HT-7468-01A-11D-2023-01	1	1767950	12815095	6189	-0.7787
TCGA-HT-7468-01A-11D-2023-01	1	12832564	12838434	5	-4.7037
TCGA-HT-7468-01A-11D-2023-01	1	12847183	16552267	2069	-0.7783
TCGA-HT-7468-01A-11D-2023-01	1	16555334	17062591	177	-0.4783
TCGA-HT-7468-01A-11D-2023-01	1	17063449	22985249	3888	-0.7777
TCGA-HT-7468-01A-11D-2023-01	1	22986497	22988336	2	-3.4828
TCGA-HT-7468-01A-11D-2023-01	1	22988526	25455928	1404	-0.7548
TCGA-HT-7468-01A-11D-2023-01	1	25465715	25559786	43	-0.1749
TCGA-HT-7468-01A-11D-2023-01	1	25559852	103931691	48673	-0.8064
TCGA-HT-7468-01A-11D-2023-01	1	103933882	104069745	37	-0.0165
TCGA-HT-7468-01A-11D-2023-01	1	104104926	105369994	669	-0.8191
TCGA-HT-7468-01A-11D-2023-01	1	105370636	105370655	2	-4.3188
TCGA-HT-7468-01A-11D-2023-01	1	105371007	105822727	249	-0.8283
TCGA-HT-7468-01A-11D-2023-01	1	105822742	105823898	11	-2.9794
TCGA-HT-7468-01A-11D-2023-01	1	105825578	110023250	2645	-0.8064
TCGA-HT-7468-01A-11D-2023-01	1	110025907	110052107	42	0.5064
TCGA-HT-7468-01A-11D-2023-01	1	110052113	111132419	793	-0.8257
TCGA-HT-7468-01A-11D-2023-01	1	111132523	111194919	77	-0.5075
TCGA-HT-7468-01A-11D-2023-01	1	111195013	112498349	1079	-0.8138
TCGA-HT-7468-01A-11D-2023-01	1	112498379	112507583	14	-0.1008
TCGA-HT-7468-01A-11D-2023-01	1	112507585	112575860	71	-0.8053
TCGA-HT-7468-01A-11D-2023-01	1	112576122	112576888	3	-3.6506
TCGA-HT-7468-01A-11D-2023-01	1	112577025	113054066	305	-0.8372
TCGA-HT-7468-01A-11D-2023-01	1	113055790	113056007	2	-3.5165
TCGA-HT-7468-01A-11D-2023-01	1	113065764	119912034	4320	-0.8195
TCGA-HT-7468-01A-11D-2023-01	1	119913142	119941546	47	-0.4168
TCGA-HT-7468-01A-11D-2023-01	1	119946997	120325425	273	-0.8322
TCGA-HT-7468-01A-11D-2023-01	1	120325478	121057404	129	-0.5753
TCGA-HT-7468-01A-11D-2023-01	1	121137742	143615980	114	0.0781
TCGA-HT-7468-01A-11D-2023-01	1	143626171	143791408	66	-0.2594
TCGA-HT-7468-01A-11D-2023-01	1	143795221	146838718	971	0.1487
TCGA-HT-7468-01A-11D-2023-01	1	146842179	147557399	182	0.59
TCGA-HT-7468-01A-11D-2023-01	1	147558223	147811996	28	0.0803
TCGA-HT-7468-01A-11D-2023-01	1	147812010	147845346	4	-1.2346
TCGA-HT-7468-01A-11D-2023-01	1	147884075	150822151	1490	0.1464
TCGA-HT-7468-01A-11D-2023-01	1	150822330	150852862	31	-1.8797
TCGA-HT-7468-01A-11D-2023-01	1	150852902	151026302	175	0.1027
TCGA-HT-7468-01A-11D-2023-01	1	151028547	151035324	37	0.7961
TCGA-HT-7468-01A-11D-2023-01	1	151040529	159763524	5272	0.142
TCGA-HT-7468-01A-11D-2023-01	1	159763944	159914861	55	0.453
TCGA-HT-7468-01A-11D-2023-01	1	159915245	167456395	5998	0.0983
TCGA-HT-7468-01A-11D-2023-01	1	167456431	167612818	93	0.5865
TCGA-HT-7468-01A-11D-2023-01	1	167614169	191422415	15734	0.0867
TCGA-HT-7468-01A-11D-2023-01	1	191422902	191422971	4	1.2547
TCGA-HT-7468-01A-11D-2023-01	1	191426346	241920819	35074	0.0898
TCGA-HT-7468-01A-11D-2023-01	1	241927547	241927684	5	-1.103
TCGA-HT-7468-01A-11D-2023-01	1	241929731	247191011	3389	0.1073
TCGA-HT-7468-01A-11D-2023-01	10	62809	27263909	21254	0.0918
TCGA-HT-7468-01A-11D-2023-01	10	27265910	27268479	13	0.9095
TCGA-HT-7468-01A-11D-2023-01	10	27269999	31286516	3036	0.101
TCGA-HT-7468-01A-11D-2023-01	10	31291340	31291785	11	-0.5412
TCGA-HT-7468-01A-11D-2023-01	10	31291828	47241036	7643	0.0912
TCGA-HT-7468-01A-11D-2023-01	10	47417400	47433407	3	-1.8204
TCGA-HT-7468-01A-11D-2023-01	10	47468066	66978715	12804	0.0796
TCGA-HT-7468-01A-11D-2023-01	10	66978743	66984452	21	-0.4221
TCGA-HT-7468-01A-11D-2023-01	10	66992801	135079131	46172	0.0935
TCGA-HT-7468-01A-11D-2023-01	10	135079709	135079858	2	-3.4315
TCGA-HT-7468-01A-11D-2023-01	10	135082644	135356694	151	0.1519
TCGA-HT-7468-01A-11D-2023-01	11	188510	4929976	2489	0.1252
TCGA-HT-7468-01A-11D-2023-01	11	4930046	4930131	3	-1.4263
TCGA-HT-7468-01A-11D-2023-01	11	4930140	5740499	813	0.0875
TCGA-HT-7468-01A-11D-2023-01	11	5743981	5765715	33	-0.6052
TCGA-HT-7468-01A-11D-2023-01	11	5765914	6074552	247	0.1161
TCGA-HT-7468-01A-11D-2023-01	11	6077223	6078670	2	-1.2979
TCGA-HT-7468-01A-11D-2023-01	11	6079079	16593899	7641	0.0951
TCGA-HT-7468-01A-11D-2023-01	11	16594038	16594618	5	-1.0184
TCGA-HT-7468-01A-11D-2023-01	11	16602664	18897446	1530	0.0913
TCGA-HT-7468-01A-11D-2023-01	11	18905648	18918498	55	0.7619
TCGA-HT-7468-01A-11D-2023-01	11	18918511	49664951	21071	0.0784
TCGA-HT-7468-01A-11D-2023-01	11	49667437	49714247	19	-0.4814
TCGA-HT-7468-01A-11D-2023-01	11	49714343	55133087	771	0.15
TCGA-HT-7468-01A-11D-2023-01	11	55133210	55209585	49	-0.3508
TCGA-HT-7468-01A-11D-2023-01	11	55210152	58566573	2077	0.0986
TCGA-HT-7468-01A-11D-2023-01	11	58567817	58610341	22	0.7571
TCGA-HT-7468-01A-11D-2023-01	11	58611595	91470137	19289	0.104
TCGA-HT-7468-01A-11D-2023-01	11	91470306	91470691	2	1.6551
TCGA-HT-7468-01A-11D-2023-01	11	91472352	92603614	873	0.0664
TCGA-HT-7468-01A-11D-2023-01	11	92604960	92622552	10	0.5883
TCGA-HT-7468-01A-11D-2023-01	11	92624549	101099594	6386	0.0719
TCGA-HT-7468-01A-11D-2023-01	11	101103070	101103174	4	0.9393
TCGA-HT-7468-01A-11D-2023-01	11	101103422	106743976	3814	0.0641
TCGA-HT-7468-01A-11D-2023-01	11	106744002	106744338	4	-0.7929
TCGA-HT-7468-01A-11D-2023-01	11	106757572	134449982	19962	0.0913
TCGA-HT-7468-01A-11D-2023-01	12	20703	11105412	7272	0.12
TCGA-HT-7468-01A-11D-2023-01	12	11106639	11143141	16	0.7185
TCGA-HT-7468-01A-11D-2023-01	12	11148096	27986188	11745	0.078
TCGA-HT-7468-01A-11D-2023-01	12	27986760	27988911	11	-0.6291
TCGA-HT-7468-01A-11D-2023-01	12	27994727	36273993	4713	0.0923
TCGA-HT-7468-01A-11D-2023-01	12	36298834	36300285	2	-1.7843
TCGA-HT-7468-01A-11D-2023-01	12	36320625	126200089	56849	0.0847
TCGA-HT-7468-01A-11D-2023-01	12	126200240	126200499	6	-0.8326
TCGA-HT-7468-01A-11D-2023-01	12	126200800	128566539	2111	0.0972
TCGA-HT-7468-01A-11D-2023-01	12	128569443	128569547	2	-1.1853
TCGA-HT-7468-01A-11D-2023-01	12	128569723	132288262	2376	0.1026
TCGA-HT-7468-01A-11D-2023-01	13	17924949	71374989	35173	0.0737
TCGA-HT-7468-01A-11D-2023-01	13	71375556	71378557	4	-1.9824
TCGA-HT-7468-01A-11D-2023-01	13	71378606	114126499	29163	0.0644
TCGA-HT-7468-01A-11D-2023-01	14	18072124	22161945	2173	0.1726
TCGA-HT-7468-01A-11D-2023-01	14	22164685	22168970	6	-0.7422
TCGA-HT-7468-01A-11D-2023-01	14	22169049	40678108	11659	0.0863
TCGA-HT-7468-01A-11D-2023-01	14	40680246	40723727	13	-0.5373
TCGA-HT-7468-01A-11D-2023-01	14	40726999	105598011	41319	0.0992
TCGA-HT-7468-01A-11D-2023-01	14	105601409	105618552	9	0.7646
TCGA-HT-7468-01A-11D-2023-01	14	105619258	105640508	10	1.0111
TCGA-HT-7468-01A-11D-2023-01	14	105645163	105822329	83	0.1404
TCGA-HT-7468-01A-11D-2023-01	14	105824904	105824912	3	1.5518
TCGA-HT-7468-01A-11D-2023-01	14	105825048	106356482	330	0.1821
TCGA-HT-7468-01A-11D-2023-01	15	18276341	19548935	304	0.6113
TCGA-HT-7468-01A-11D-2023-01	15	19555435	19792388	8	1.667
TCGA-HT-7468-01A-11D-2023-01	15	19794591	20224763	111	0.7392
TCGA-HT-7468-01A-11D-2023-01	15	20232440	21254231	345	-0.6106
TCGA-HT-7468-01A-11D-2023-01	15	21255724	21256637	2	-3.1074
TCGA-HT-7468-01A-11D-2023-01	15	21262934	22151418	635	-0.7225
TCGA-HT-7468-01A-11D-2023-01	15	22151510	22352815	93	-0.3926
TCGA-HT-7468-01A-11D-2023-01	15	22352888	24809415	1751	-0.7399
TCGA-HT-7468-01A-11D-2023-01	15	24810446	24811092	2	-3.2836
TCGA-HT-7468-01A-11D-2023-01	15	24811116	32533011	4553	-0.6992
TCGA-HT-7468-01A-11D-2023-01	15	32533070	32533754	2	-3.2016
TCGA-HT-7468-01A-11D-2023-01	15	32534635	56527386	15121	-0.7205
TCGA-HT-7468-01A-11D-2023-01	15	56527444	56528469	2	-3.2612
TCGA-HT-7468-01A-11D-2023-01	15	56529710	96753497	26374	-0.7117
TCGA-HT-7468-01A-11D-2023-01	15	96754299	96755075	2	-3.6995
TCGA-HT-7468-01A-11D-2023-01	15	96755144	100222659	2552	-0.7366
TCGA-HT-7468-01A-11D-2023-01	15	100238125	100286563	12	0.3552
TCGA-HT-7468-01A-11D-2023-01	16	777	11587324	8744	0.1332
TCGA-HT-7468-01A-11D-2023-01	16	11589110	11642143	25	-0.8855
TCGA-HT-7468-01A-11D-2023-01	16	11644379	15977486	2820	0.1402
TCGA-HT-7468-01A-11D-2023-01	16	15979350	15985375	10	-0.886
TCGA-HT-7468-01A-11D-2023-01	16	15986570	34317210	8950	0.1474
TCGA-HT-7468-01A-11D-2023-01	16	34324072	34614572	169	0.6952
TCGA-HT-7468-01A-11D-2023-01	16	34618468	54362909	6616	0.1092
TCGA-HT-7468-01A-11D-2023-01	16	54363056	54374147	9	0.7074
TCGA-HT-7468-01A-11D-2023-01	16	54374206	70801125	9858	0.1103
TCGA-HT-7468-01A-11D-2023-01	16	70806169	70809438	7	-0.8574
TCGA-HT-7468-01A-11D-2023-01	16	70815041	76930347	4654	0.1091
TCGA-HT-7468-01A-11D-2023-01	16	76930838	76933878	4	-1.8795
TCGA-HT-7468-01A-11D-2023-01	16	76934212	88815036	10654	0.1236
TCGA-HT-7468-01A-11D-2023-01	17	526	3079300	1610	0.147
TCGA-HT-7468-01A-11D-2023-01	17	3080034	3083041	4	-1.3526
TCGA-HT-7468-01A-11D-2023-01	17	3089832	16603639	8899	0.1359
TCGA-HT-7468-01A-11D-2023-01	17	16603776	16678885	10	0.7404
TCGA-HT-7468-01A-11D-2023-01	17	16680995	18296117	923	0.1591
TCGA-HT-7468-01A-11D-2023-01	17	18299671	18394162	25	-1.2499
TCGA-HT-7468-01A-11D-2023-01	17	18399997	36495015	9407	0.1478
TCGA-HT-7468-01A-11D-2023-01	17	36497798	36499482	2	1.5899
TCGA-HT-7468-01A-11D-2023-01	17	36499917	36675234	100	0.1334
TCGA-HT-7468-01A-11D-2023-01	17	36676540	36676616	5	0.6986
TCGA-HT-7468-01A-11D-2023-01	17	36676629	36683976	18	1.7751
TCGA-HT-7468-01A-11D-2023-01	17	36684057	78643088	24310	0.1404
TCGA-HT-7468-01A-11D-2023-01	18	1543	4443640	3244	0.1039
TCGA-HT-7468-01A-11D-2023-01	18	4444150	4448600	2	-1.3222
TCGA-HT-7468-01A-11D-2023-01	18	4449073	6546959	1418	0.0988
TCGA-HT-7468-01A-11D-2023-01	18	6549076	6549406	2	1.7059
TCGA-HT-7468-01A-11D-2023-01	18	6551798	8160149	1220	0.0847
TCGA-HT-7468-01A-11D-2023-01	18	8164884	8170969	6	-0.617
TCGA-HT-7468-01A-11D-2023-01	18	8177787	36512602	16960	0.0829
TCGA-HT-7468-01A-11D-2023-01	18	36512614	36519387	22	0.4322
TCGA-HT-7468-01A-11D-2023-01	18	36522022	36568444	38	0.0095
TCGA-HT-7468-01A-11D-2023-01	18	36569113	36569197	2	-1.2474
TCGA-HT-7468-01A-11D-2023-01	18	36574748	38298106	1172	0.0645
TCGA-HT-7468-01A-11D-2023-01	18	38303048	38311469	28	-0.2959
TCGA-HT-7468-01A-11D-2023-01	18	38311765	40228816	1127	0.0703
TCGA-HT-7468-01A-11D-2023-01	18	40230884	40232623	6	-0.9951
TCGA-HT-7468-01A-11D-2023-01	18	40236669	65358832	17778	0.0818
TCGA-HT-7468-01A-11D-2023-01	18	65359372	65368251	7	-0.9073
TCGA-HT-7468-01A-11D-2023-01	18	65368522	76116029	7816	0.082
TCGA-HT-7468-01A-11D-2023-01	19	41910	32439833	11262	0.1714
TCGA-HT-7468-01A-11D-2023-01	19	32443515	32940922	84	-0.4131
TCGA-HT-7468-01A-11D-2023-01	19	32948190	46052012	8231	-0.7468
TCGA-HT-7468-01A-11D-2023-01	19	46052210	46060839	14	-2.5896
TCGA-HT-7468-01A-11D-2023-01	19	46061245	48405217	1102	-0.6817
TCGA-HT-7468-01A-11D-2023-01	19	48405574	48448077	16	-2.1418
TCGA-HT-7468-01A-11D-2023-01	19	48458499	58008152	4933	-0.7179
TCGA-HT-7468-01A-11D-2023-01	19	58010916	58010971	2	-3.3334
TCGA-HT-7468-01A-11D-2023-01	19	58019202	58236789	173	-0.6765
TCGA-HT-7468-01A-11D-2023-01	19	58238667	58246052	4	-2.3261
TCGA-HT-7468-01A-11D-2023-01	19	58246131	63789666	3390	-0.7148
TCGA-HT-7468-01A-11D-2023-01	2	2784	4183562	2988	0.082
TCGA-HT-7468-01A-11D-2023-01	2	4191739	4201894	42	-0.4635
TCGA-HT-7468-01A-11D-2023-01	2	4207937	4891575	579	0.0744
TCGA-HT-7468-01A-11D-2023-01	2	4891798	4892934	6	-0.8116
TCGA-HT-7468-01A-11D-2023-01	2	4893774	35813652	21418	0.0809
TCGA-HT-7468-01A-11D-2023-01	2	35818619	35854147	16	0.5587
TCGA-HT-7468-01A-11D-2023-01	2	35854701	36189110	276	0.0398
TCGA-HT-7468-01A-11D-2023-01	2	36190123	36192995	11	-1.0277
TCGA-HT-7468-01A-11D-2023-01	2	36193011	52608385	11881	0.0867
TCGA-HT-7468-01A-11D-2023-01	2	52612257	52634916	29	-0.4456
TCGA-HT-7468-01A-11D-2023-01	2	52635001	53065801	365	0.1043
TCGA-HT-7468-01A-11D-2023-01	2	53066934	53093282	30	-0.755
TCGA-HT-7468-01A-11D-2023-01	2	53097303	59164915	4182	0.0675
TCGA-HT-7468-01A-11D-2023-01	2	59165573	59167624	2	-1.5498
TCGA-HT-7468-01A-11D-2023-01	2	59173532	64224090	2804	0.0709
TCGA-HT-7468-01A-11D-2023-01	2	64227200	64227545	2	1.2434
TCGA-HT-7468-01A-11D-2023-01	2	64229520	86287303	14283	0.0801
TCGA-HT-7468-01A-11D-2023-01	2	86289578	86291568	4	-1.3275
TCGA-HT-7468-01A-11D-2023-01	2	86292111	86791198	287	0.1121
TCGA-HT-7468-01A-11D-2023-01	2	86806581	86807365	2	-0.9956
TCGA-HT-7468-01A-11D-2023-01	2	86823917	97520697	2148	0.1364
TCGA-HT-7468-01A-11D-2023-01	2	97523704	97528142	3	-1.2174
TCGA-HT-7468-01A-11D-2023-01	2	97528621	106246527	5581	0.0815
TCGA-HT-7468-01A-11D-2023-01	2	106247145	106251789	11	-2.1672
TCGA-HT-7468-01A-11D-2023-01	2	106253687	114078485	3843	0.0901
TCGA-HT-7468-01A-11D-2023-01	2	114078884	114100022	4	1.1877
TCGA-HT-7468-01A-11D-2023-01	2	114100823	126158693	7667	0.0753
TCGA-HT-7468-01A-11D-2023-01	2	126168121	126168383	2	-2.4675
TCGA-HT-7468-01A-11D-2023-01	2	126168402	129354948	1946	0.0695
TCGA-HT-7468-01A-11D-2023-01	2	129354972	129356799	15	0.489
TCGA-HT-7468-01A-11D-2023-01	2	129362918	130510326	874	0.0656
TCGA-HT-7468-01A-11D-2023-01	2	130510353	130565707	12	0.6173
TCGA-HT-7468-01A-11D-2023-01	2	130565774	146580913	9602	0.06
TCGA-HT-7468-01A-11D-2023-01	2	146580927	146583404	21	-1.979
TCGA-HT-7468-01A-11D-2023-01	2	146594276	208058436	36997	0.0565
TCGA-HT-7468-01A-11D-2023-01	2	208058492	208058507	2	-1.6301
TCGA-HT-7468-01A-11D-2023-01	2	208058564	242738129	22167	0.0713
TCGA-HT-7468-01A-11D-2023-01	20	9305	1500503	1186	0.1452
TCGA-HT-7468-01A-11D-2023-01	20	1505190	1508999	21	-0.5812
TCGA-HT-7468-01A-11D-2023-01	20	1509580	1541893	41	1.5217
TCGA-HT-7468-01A-11D-2023-01	20	1545946	7645872	4563	0.1296
TCGA-HT-7468-01A-11D-2023-01	20	7648108	7649584	5	-1.2088
TCGA-HT-7468-01A-11D-2023-01	20	7651420	36761282	18198	0.113
TCGA-HT-7468-01A-11D-2023-01	20	36762019	36762274	2	-1.4218
TCGA-HT-7468-01A-11D-2023-01	20	36764992	48215941	8104	0.1373
TCGA-HT-7468-01A-11D-2023-01	20	48225126	48226200	2	-1.0785
TCGA-HT-7468-01A-11D-2023-01	20	48228324	53933463	4488	0.1191
TCGA-HT-7468-01A-11D-2023-01	20	53934920	53936436	4	-0.8693
TCGA-HT-7468-01A-11D-2023-01	20	53937608	62426597	5891	0.1252
TCGA-HT-7468-01A-11D-2023-01	21	9758742	22559640	6461	0.0826
TCGA-HT-7468-01A-11D-2023-01	21	22561560	22595754	21	0.4657
TCGA-HT-7468-01A-11D-2023-01	21	22595775	46921385	17940	0.1065
TCGA-HT-7468-01A-11D-2023-01	22	14432528	14774605	50	0.2055
TCGA-HT-7468-01A-11D-2023-01	22	14774617	14779151	4	-0.6162
TCGA-HT-7468-01A-11D-2023-01	22	14782835	15406042	81	0.2069
TCGA-HT-7468-01A-11D-2023-01	22	15410792	15411072	2	-1.6279
TCGA-HT-7468-01A-11D-2023-01	22	15435747	22601745	4454	0.1591
TCGA-HT-7468-01A-11D-2023-01	22	22613016	22660218	26	-0.2387
TCGA-HT-7468-01A-11D-2023-01	22	22660269	22661967	2	-3.0015
TCGA-HT-7468-01A-11D-2023-01	22	22662625	22667949	4	-0.2688
TCGA-HT-7468-01A-11D-2023-01	22	22674422	22731529	21	0.6987
TCGA-HT-7468-01A-11D-2023-01	22	22732321	36072938	10055	0.1499
