barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-DU-6399-10A-01D-1704-01	1	61735	104102788	63132	0.0045
TCGA-DU-6399-10A-01D-1704-01	1	104103057	104159384	29	0.6661
TCGA-DU-6399-10A-01D-1704-01	1	104163499	110227515	3633	0.0111
TCGA-DU-6399-10A-01D-1704-01	1	110232974	110240178	17	1.2461
TCGA-DU-6399-10A-01D-1704-01	1	110242953	144957815	7297	0.0019
TCGA-DU-6399-10A-01D-1704-01	1	144965770	145079996	44	-0.4748
TCGA-DU-6399-10A-01D-1704-01	1	145080051	145257182	85	-0.0666
TCGA-DU-6399-10A-01D-1704-01	1	145257434	145276470	5	-1.0467
TCGA-DU-6399-10A-01D-1704-01	1	145280322	149659890	1104	0.0381
TCGA-DU-6399-10A-01D-1704-01	1	149664041	149676317	2	-1.4709
TCGA-DU-6399-10A-01D-1704-01	1	149677141	152555706	1481	0.0055
TCGA-DU-6399-10A-01D-1704-01	1	152555767	152586238	30	-1.3472
TCGA-DU-6399-10A-01D-1704-01	1	152586278	152586594	4	-0.5176
TCGA-DU-6399-10A-01D-1704-01	1	152590494	152751237	163	0.0297
TCGA-DU-6399-10A-01D-1704-01	1	152754630	152768700	45	0.5546
TCGA-DU-6399-10A-01D-1704-01	1	152773905	161501857	5272	0.0102
TCGA-DU-6399-10A-01D-1704-01	1	161502211	161636891	44	0.3049
TCGA-DU-6399-10A-01D-1704-01	1	161636985	189648157	19488	0.0087
TCGA-DU-6399-10A-01D-1704-01	1	189648483	189648527	2	-2.1725
TCGA-DU-6399-10A-01D-1704-01	1	189652047	199111363	6222	0.0139
TCGA-DU-6399-10A-01D-1704-01	1	199111426	199113840	8	-1.6028
TCGA-DU-6399-10A-01D-1704-01	1	199114238	221742928	15554	0.0074
TCGA-DU-6399-10A-01D-1704-01	1	221746050	221751604	8	-0.9173
TCGA-DU-6399-10A-01D-1704-01	1	221753305	249224388	18995	0.007
TCGA-DU-6399-10A-01D-1704-01	10	72759	47897394	31950	0.0034
