barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-HT-7480-10A-01D-2085-01	1	3218610	29719475	13738	0.0074
TCGA-HT-7480-10A-01D-2085-01	1	29726672	29726875	2	-1.52
TCGA-HT-7480-10A-01D-2085-01	1	29737435	247813706	115372	7e-04
TCGA-HT-7480-10A-01D-2085-01	10	415240	10430275	6884	-2e-04
TCGA-HT-7480-10A-01D-2085-01	10	10431535	10433158	2	-1.2069
TCGA-HT-7480-10A-01D-2085-01	10	10433249	18256874	5753	-0.0034
TCGA-HT-7480-10A-01D-2085-01	10	18257170	18258293	3	-1.0949
TCGA-HT-7480-10A-01D-2085-01	10	18264625	18883305	546	-0.0174
TCGA-HT-7480-10A-01D-2085-01	10	18885740	18885852	2	1.1204
TCGA-HT-7480-10A-01D-2085-01	10	18885883	19720550	542	-0.0039
TCGA-HT-7480-10A-01D-2085-01	10	19722203	19722218	2	-1.337
TCGA-HT-7480-10A-01D-2085-01	10	19722515	135225087	67103	0.001
TCGA-HT-7480-10A-01D-2085-01	11	456120	70073848	36753	5e-04
TCGA-HT-7480-10A-01D-2085-01	11	70075366	70089007	3	-1.1476
TCGA-HT-7480-10A-01D-2085-01	11	70089853	134142530	40468	-3e-04
TCGA-HT-7480-10A-01D-2085-01	12	889902	133161346	73914	6e-04
TCGA-HT-7480-10A-01D-2085-01	13	19450806	114987458	56635	0.004
TCGA-HT-7480-10A-01D-2085-01	14	20501368	105988038	49432	0.0049
TCGA-HT-7480-10A-01D-2085-01	15	23687685	101884307	44518	7e-04
TCGA-HT-7480-10A-01D-2085-01	16	653459	89379936	40785	0.0058
TCGA-HT-7480-10A-01D-2085-01	17	987221	80917016	36982	0.004
TCGA-HT-7480-10A-01D-2085-01	18	329586	66485549	37392	0.0029
TCGA-HT-7480-10A-01D-2085-01	18	66485750	66489787	2	-1.7344
TCGA-HT-7480-10A-01D-2085-01	18	66491583	77109240	5261	0.0037
TCGA-HT-7480-10A-01D-2085-01	19	284018	13125971	4532	0.0053
TCGA-HT-7480-10A-01D-2085-01	19	13126772	13130948	2	2.0482
TCGA-HT-7480-10A-01D-2085-01	19	13131391	15110599	863	0.0216
TCGA-HT-7480-10A-01D-2085-01	19	15111110	15111580	3	-1.1077
TCGA-HT-7480-10A-01D-2085-01	19	15112051	58878226	18542	0.011
TCGA-HT-7480-10A-01D-2085-01	2	484222	231258615	124759	-0.0012
TCGA-HT-7480-10A-01D-2085-01	2	231265351	231266278	2	-1.6842
TCGA-HT-7480-10A-01D-2085-01	2	231267643	242476062	6498	0.0044
TCGA-HT-7480-10A-01D-2085-01	20	455764	62219837	37267	0.0043
TCGA-HT-7480-10A-01D-2085-01	21	15347621	47678774	20578	0.0069
TCGA-HT-7480-10A-01D-2085-01	22	17423930	49331012	16928	0.0042
TCGA-HT-7480-10A-01D-2085-01	3	2212571	3669386	898	0.0094
TCGA-HT-7480-10A-01D-2085-01	3	3673608	3673623	2	-1.6262
TCGA-HT-7480-10A-01D-2085-01	3	3673641	89211732	49474	0.0024
TCGA-HT-7480-10A-01D-2085-01	3	89213912	89218346	6	-1.0109
TCGA-HT-7480-10A-01D-2085-01	3	89221613	197538677	55969	-0.0021
TCGA-HT-7480-10A-01D-2085-01	4	1053934	65513366	35551	0.0046
TCGA-HT-7480-10A-01D-2085-01	4	65513388	65513576	4	-1.2384
TCGA-HT-7480-10A-01D-2085-01	4	65515160	79254128	7390	0.0033
TCGA-HT-7480-10A-01D-2085-01	4	79254247	79256940	2	-1.3912
TCGA-HT-7480-10A-01D-2085-01	4	79257037	86437146	4222	0.0045
TCGA-HT-7480-10A-01D-2085-01	4	86437440	86438757	4	-0.927
TCGA-HT-7480-10A-01D-2085-01	4	86440758	91596046	3051	0.0013
TCGA-HT-7480-10A-01D-2085-01	4	91596209	91613524	8	-0.6021
TCGA-HT-7480-10A-01D-2085-01	4	91614361	93562751	949	0.0207
TCGA-HT-7480-10A-01D-2085-01	4	93565614	93569306	3	-1.3293
TCGA-HT-7480-10A-01D-2085-01	4	93573799	162515614	38028	-7e-04
TCGA-HT-7480-10A-01D-2085-01	4	162518899	162566671	33	0.6308
TCGA-HT-7480-10A-01D-2085-01	4	162567527	188763651	13476	0.0065
TCGA-HT-7480-10A-01D-2085-01	5	914233	180360469	100484	-4e-04
TCGA-HT-7480-10A-01D-2085-01	6	1014281	141969997	79186	0.002
TCGA-HT-7480-10A-01D-2085-01	6	141971702	141972649	3	-1.2492
TCGA-HT-7480-10A-01D-2085-01	6	141974715	170903919	17289	0.0013
TCGA-HT-7480-10A-01D-2085-01	7	705284	24035127	12187	-0.0014
TCGA-HT-7480-10A-01D-2085-01	7	24039878	24040383	2	-1.3305
TCGA-HT-7480-10A-01D-2085-01	7	24040817	158385118	69120	3e-04
TCGA-HT-7480-10A-01D-2085-01	8	617667	145232496	81514	-0.0079
TCGA-HT-7480-10A-01D-2085-01	9	789932	15250107	8259	0.0041
TCGA-HT-7480-10A-01D-2085-01	9	15252036	15315191	83	0.5361
TCGA-HT-7480-10A-01D-2085-01	9	15317820	140938752	59660	-4e-04
TCGA-HT-7480-10A-01D-2085-01	X	3157107	36555776	14891	0.0083
TCGA-HT-7480-10A-01D-2085-01	X	36556641	36557929	3	-2.8574
TCGA-HT-7480-10A-01D-2085-01	X	36558004	154905589	48802	0.0079
