barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-HT-7478-01A-11D-2023-01	1	3218610	247813706	129115	0.0122
TCGA-HT-7478-01A-11D-2023-01	10	415240	135225087	80847	0.016
TCGA-HT-7478-01A-11D-2023-01	11	456120	34121640	21347	-0.4757
TCGA-HT-7478-01A-11D-2023-01	11	34130241	107582885	37909	0.02
TCGA-HT-7478-01A-11D-2023-01	11	107583087	107583378	2	-1.9924
TCGA-HT-7478-01A-11D-2023-01	11	107584654	134142530	17962	0.0302
TCGA-HT-7478-01A-11D-2023-01	12	889902	40018551	19950	0.3543
TCGA-HT-7478-01A-11D-2023-01	12	40021272	40521896	322	0.7049
TCGA-HT-7478-01A-11D-2023-01	12	40531064	91916072	29690	-0.4713
TCGA-HT-7478-01A-11D-2023-01	12	91916307	91922157	6	-3.4548
TCGA-HT-7478-01A-11D-2023-01	12	91922270	126144309	20899	-0.4629
TCGA-HT-7478-01A-11D-2023-01	12	126146095	126146259	2	-2.2338
TCGA-HT-7478-01A-11D-2023-01	12	126146314	132374349	2888	-0.4766
TCGA-HT-7478-01A-11D-2023-01	12	132376342	132377048	4	0.7681
TCGA-HT-7478-01A-11D-2023-01	12	132377083	133161346	117	-0.4462
TCGA-HT-7478-01A-11D-2023-01	13	19450806	114987458	56644	-0.0056
TCGA-HT-7478-01A-11D-2023-01	14	20501368	38931665	10109	0.018
TCGA-HT-7478-01A-11D-2023-01	14	38931703	38931714	2	-1.4003
TCGA-HT-7478-01A-11D-2023-01	14	38931722	105988038	39325	0.0096
TCGA-HT-7478-01A-11D-2023-01	15	23687685	101884307	44527	0.0206
TCGA-HT-7478-01A-11D-2023-01	16	653459	62921292	24473	0.0252
TCGA-HT-7478-01A-11D-2023-01	16	62922367	62925049	2	-1.4832
TCGA-HT-7478-01A-11D-2023-01	16	62925619	86367189	14818	0.03
TCGA-HT-7478-01A-11D-2023-01	16	86371123	86467433	156	0.3582
TCGA-HT-7478-01A-11D-2023-01	16	86469826	89379936	1337	0.0135
TCGA-HT-7478-01A-11D-2023-01	17	987221	80917016	36989	0.0268
TCGA-HT-7478-01A-11D-2023-01	18	329586	2799056	848	-0.3946
TCGA-HT-7478-01A-11D-2023-01	18	2802588	77109240	41815	0.016
TCGA-HT-7478-01A-11D-2023-01	19	284018	8209584	2376	-0.3351
TCGA-HT-7478-01A-11D-2023-01	19	8215620	58878226	21565	0.0299
TCGA-HT-7478-01A-11D-2023-01	2	484222	7502267	4166	-0.0017
TCGA-HT-7478-01A-11D-2023-01	2	7502473	7502642	2	-1.7679
TCGA-HT-7478-01A-11D-2023-01	2	7502934	152131328	75155	0.0131
TCGA-HT-7478-01A-11D-2023-01	2	152132130	152141953	15	-0.7044
TCGA-HT-7478-01A-11D-2023-01	2	152142296	242476062	51936	0.0223
TCGA-HT-7478-01A-11D-2023-01	20	455764	62219837	37276	0.0285
TCGA-HT-7478-01A-11D-2023-01	21	15347621	47678774	20587	0.0164
TCGA-HT-7478-01A-11D-2023-01	22	17423930	45910152	14462	0.0287
TCGA-HT-7478-01A-11D-2023-01	22	45910331	45910381	2	-1.3776
TCGA-HT-7478-01A-11D-2023-01	22	45911152	49331012	2462	0.0138
TCGA-HT-7478-01A-11D-2023-01	3	2212571	35077113	19520	0.4601
TCGA-HT-7478-01A-11D-2023-01	3	35077946	61026499	13868	-0.3897
TCGA-HT-7478-01A-11D-2023-01	3	61026631	65309731	3384	0.3656
TCGA-HT-7478-01A-11D-2023-01	3	65309789	178936351	59955	0.0156
TCGA-HT-7478-01A-11D-2023-01	3	178936529	178936584	2	-2.0159
TCGA-HT-7478-01A-11D-2023-01	3	178936623	197538677	9617	0.0206
TCGA-HT-7478-01A-11D-2023-01	4	1053934	188763651	102733	0.013
TCGA-HT-7478-01A-11D-2023-01	5	914233	180360469	100483	0.0204
TCGA-HT-7478-01A-11D-2023-01	6	1014281	170903919	96470	0.0216
TCGA-HT-7478-01A-11D-2023-01	7	705284	158385118	81313	0.0205
TCGA-HT-7478-01A-11D-2023-01	8	617667	140320084	80035	0.036
TCGA-HT-7478-01A-11D-2023-01	8	140323589	140453852	99	0.4294
TCGA-HT-7478-01A-11D-2023-01	8	140456545	145232496	1393	0.0643
TCGA-HT-7478-01A-11D-2023-01	9	789932	130139464	62830	0.0082
TCGA-HT-7478-01A-11D-2023-01	9	130139765	140938752	5188	0.312
TCGA-HT-7478-01A-11D-2023-01	X	3157107	126522378	51310	0.0297
TCGA-HT-7478-01A-11D-2023-01	X	126522852	127056871	206	-2.7984
TCGA-HT-7478-01A-11D-2023-01	X	127060965	145455270	8328	0.0015
TCGA-HT-7478-01A-11D-2023-01	X	145455437	145458313	2	-4.0366
TCGA-HT-7478-01A-11D-2023-01	X	145458937	154905589	3798	-0.1049
