barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-DU-7298-01A-11D-2023-01	1	3208470	245880329	128970	0.0756
TCGA-DU-7298-01A-11D-2023-01	10	405240	135075077	80773	-0.0184
TCGA-DU-7298-01A-11D-2023-01	11	446120	3968322	1254	-0.0826
TCGA-DU-7298-01A-11D-2023-01	11	3969295	3969406	2	-1.3743
TCGA-DU-7298-01A-11D-2023-01	11	3975604	96280575	51161	0.0642
TCGA-DU-7298-01A-11D-2023-01	11	96283200	96406077	78	-0.6148
TCGA-DU-7298-01A-11D-2023-01	11	96406331	133647740	24714	0.2236
TCGA-DU-7298-01A-11D-2023-01	12	760163	12219808	6247	0.0788
TCGA-DU-7298-01A-11D-2023-01	12	12223723	12224109	2	-1.0624
TCGA-DU-7298-01A-11D-2023-01	12	12229141	55263835	22833	0.0702
TCGA-DU-7298-01A-11D-2023-01	12	55267965	76644962	12930	0.365
TCGA-DU-7298-01A-11D-2023-01	12	76650645	124477764	28706	-0.0913
TCGA-DU-7298-01A-11D-2023-01	12	124478346	124480103	2	-1.3472
TCGA-DU-7298-01A-11D-2023-01	12	124482018	127293068	1640	-0.0732
TCGA-DU-7298-01A-11D-2023-01	12	127293734	131671419	1523	0.3995
TCGA-DU-7298-01A-11D-2023-01	13	18348806	21177516	1161	0.0365
TCGA-DU-7298-01A-11D-2023-01	13	21181900	21186548	7	-0.7396
TCGA-DU-7298-01A-11D-2023-01	13	21191502	46823201	16851	0.0636
TCGA-DU-7298-01A-11D-2023-01	13	46826851	75644557	14812	-0.5722
TCGA-DU-7298-01A-11D-2023-01	13	75644744	75644986	3	-2.5526
TCGA-DU-7298-01A-11D-2023-01	13	75645188	92497324	9844	-0.5747
TCGA-DU-7298-01A-11D-2023-01	13	92497805	92498169	3	-2.5101
TCGA-DU-7298-01A-11D-2023-01	13	92498382	114005560	13777	-0.5998
TCGA-DU-7298-01A-11D-2023-01	14	19571208	61321025	22849	0.111
TCGA-DU-7298-01A-11D-2023-01	14	61322034	85392037	14922	-0.5918
TCGA-DU-7298-01A-11D-2023-01	14	85394740	85395119	3	-3.3101
TCGA-DU-7298-01A-11D-2023-01	14	85396144	105059083	11510	-0.6101
TCGA-DU-7298-01A-11D-2023-01	15	21238778	99701830	44509	0.1005
TCGA-DU-7298-01A-11D-2023-01	16	593460	87907437	40813	0.0507
TCGA-DU-7298-01A-11D-2023-01	17	933971	18230452	8721	0.0557
TCGA-DU-7298-01A-11D-2023-01	17	18230648	32025643	5065	-0.5758
TCGA-DU-7298-01A-11D-2023-01	17	32031694	35223675	1491	0.0836
TCGA-DU-7298-01A-11D-2023-01	17	35264766	38336541	1433	-0.5518
TCGA-DU-7298-01A-11D-2023-01	17	38337262	78510305	20225	0.0852
TCGA-DU-7298-01A-11D-2023-01	18	319586	11435963	6603	0.0451
TCGA-DU-7298-01A-11D-2023-01	18	11435966	11436201	2	-2.0504
TCGA-DU-7298-01A-11D-2023-01	18	11436245	29779207	9380	0.0611
TCGA-DU-7298-01A-11D-2023-01	18	29786291	29790461	2	-1.106
TCGA-DU-7298-01A-11D-2023-01	18	29790963	75210228	26658	0.0587
TCGA-DU-7298-01A-11D-2023-01	19	235018	23844670	8974	0.3008
TCGA-DU-7298-01A-11D-2023-01	19	23844832	38057132	3688	-0.0275
TCGA-DU-7298-01A-11D-2023-01	19	38057270	56402849	8210	-0.5629
TCGA-DU-7298-01A-11D-2023-01	19	56404021	56412296	6	-2.5502
TCGA-DU-7298-01A-11D-2023-01	19	56418425	60314553	1364	-0.5587
TCGA-DU-7298-01A-11D-2023-01	19	60314733	60314857	3	-2.2641
TCGA-DU-7298-01A-11D-2023-01	19	60314985	63570038	1624	-0.575
TCGA-DU-7298-01A-11D-2023-01	2	474222	242124735	131187	0.0668
TCGA-DU-7298-01A-11D-2023-01	20	403764	26145899	16819	0.314
TCGA-DU-7298-01A-11D-2023-01	20	29307634	61690281	20431	0.0507
TCGA-DU-7298-01A-11D-2023-01	21	14269492	14616454	181	0.0196
TCGA-DU-7298-01A-11D-2023-01	21	14618913	14619309	4	-1.024
TCGA-DU-7298-01A-11D-2023-01	21	14619620	46503202	20386	0.0435
TCGA-DU-7298-01A-11D-2023-01	22	15803930	16993737	756	0.0143
TCGA-DU-7298-01A-11D-2023-01	22	20426802	47717016	16107	-0.3314
TCGA-DU-7298-01A-11D-2023-01	3	526235	29618072	16138	0.0723
TCGA-DU-7298-01A-11D-2023-01	3	29618532	29618795	2	-2.1075
TCGA-DU-7298-01A-11D-2023-01	3	29619692	121689105	49693	0.0777
TCGA-DU-7298-01A-11D-2023-01	3	121689317	199023074	40398	-0.2983
TCGA-DU-7298-01A-11D-2023-01	4	1043934	102470805	56006	0.0722
TCGA-DU-7298-01A-11D-2023-01	4	102471346	102495705	18	-0.3338
TCGA-DU-7298-01A-11D-2023-01	4	102496957	148193245	24875	0.0711
TCGA-DU-7298-01A-11D-2023-01	4	148194362	148199254	4	-1.5429
TCGA-DU-7298-01A-11D-2023-01	4	148199599	155113463	3801	0.0759
TCGA-DU-7298-01A-11D-2023-01	4	155126278	155126619	2	-3.0983
TCGA-DU-7298-01A-11D-2023-01	4	155129083	189836143	17969	0.0785
TCGA-DU-7298-01A-11D-2023-01	5	967233	180293075	100418	0.0679
TCGA-DU-7298-01A-11D-2023-01	6	959281	13948826	9216	0.0616
TCGA-DU-7298-01A-11D-2023-01	6	13951916	13959876	4	-1.1518
TCGA-DU-7298-01A-11D-2023-01	6	13961139	62292494	24654	0.0838
TCGA-DU-7298-01A-11D-2023-01	6	62292495	143009942	45678	-0.3486
TCGA-DU-7298-01A-11D-2023-01	6	143011478	143014610	6	-2.2992
TCGA-DU-7298-01A-11D-2023-01	6	143016952	154963764	8119	-0.3614
TCGA-DU-7298-01A-11D-2023-01	6	154965407	154966149	2	-2.391
TCGA-DU-7298-01A-11D-2023-01	6	154977936	170745844	8605	-0.3722
TCGA-DU-7298-01A-11D-2023-01	7	671810	6422392	2131	0.0475
TCGA-DU-7298-01A-11D-2023-01	7	6428728	6429171	3	-1.4058
TCGA-DU-7298-01A-11D-2023-01	7	6429576	67570454	32887	0.0767
TCGA-DU-7298-01A-11D-2023-01	7	67571416	67572346	3	-1.4093
TCGA-DU-7298-01A-11D-2023-01	7	67574800	103322487	17053	0.0617
TCGA-DU-7298-01A-11D-2023-01	7	103325464	103325638	4	-1.0031
TCGA-DU-7298-01A-11D-2023-01	7	103329909	105676497	1522	0.0621
TCGA-DU-7298-01A-11D-2023-01	7	105677142	105677534	2	-1.8892
TCGA-DU-7298-01A-11D-2023-01	7	105687471	158077879	27676	0.0768
TCGA-DU-7298-01A-11D-2023-01	8	607667	145304484	81463	0.0562
TCGA-DU-7298-01A-11D-2023-01	9	779932	20824106	12652	-0.5998
TCGA-DU-7298-01A-11D-2023-01	9	20824807	21094446	214	-0.0863
TCGA-DU-7298-01A-11D-2023-01	9	21096901	33291098	7128	-0.5846
TCGA-DU-7298-01A-11D-2023-01	9	33293507	72411337	4874	-0.1039
TCGA-DU-7298-01A-11D-2023-01	9	72411794	140058573	43011	0.3468
TCGA-DU-7298-01A-11D-2023-01	X	3167107	31292072	12716	-0.0277
TCGA-DU-7298-01A-11D-2023-01	X	31292790	31293687	4	-1.4309
TCGA-DU-7298-01A-11D-2023-01	X	31293708	128977618	39822	0.009
TCGA-DU-7298-01A-11D-2023-01	X	128978316	128979263	2	-1.4507
